issue_id,identifier,summary,old_project_id,project_id,theme,classification_basis,classification_confidence,classification_state,pm_decision,status,status_category,revision,collected_at,assignee_type,assignee_id,parent_issue_id,source,classification_source,classification_report_source,pm_issue_revision,pm_collected_at,source_comment_collected_at,original_report_decision,original_report_previous_project_id,original_report_after_project_id,original_report_source,historical_revision,historical_collected_at,historical_mutation_log,correction_before_project_id,correction_before_revision,correction_before_collected_at,correction_after_project_id,correction_after_revision,correction_after_collected_at,correction_source
1d9cd219-d2dc-4ace-abdb-64664922edcb,TES-16,阶段 3：验证 Input 图片模式端到端行为,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述明确指定 Multica 源码，验证 Input 图片模式端到端行为。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,81523b6d-2651-41b6-8847-c41cbb2abef1,8ba17c22-2424-4137-bf01-7535b0450996,multica issue get 1d9cd219-d2dc-4ace-abdb-64664922edcb --output json,"issue:1d9cd219-d2dc-4ace-abdb-64664922edcb@revision:2#title,description,parent_issue_id; issue:8ba17c22-2424-4137-bf01-7535b0450996@revision:2#title,description",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-16,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
946613ba-5ff2-416a-80b8-f1de1414bf88,TES-17,近 7 天合并改动的文档覆盖审计,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,文档审计,审计评论引用 Multica CLI --compact、apps/docs 下的 WeCom/Issue/Analytics 文档。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,990c4532-4637-4c47-9b8d-3b6859f128b0,none,multica issue get 946613ba-5ff2-416a-80b8-f1de1414bf88 --output json,"issue:946613ba-5ff2-416a-80b8-f1de1414bf88@revision:2#title,description,parent_issue_id; comment:1ca5a801-59df-4b71-8a18-de118bd7318d@revision:1(issue:946613ba-5ff2-416a-80b8-f1de1414bf88)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-17,2,2026-09-14T19:58:39.8473173-07:00,1ca5a801-59df-4b71-8a18-de118bd7318d=2026-09-14T19:58:36.6369736-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
fd9c15d1-4cd2-4b23-9934-ccf83f6c0f1c,TES-18,multica配置文件,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,配置与性能,描述直接要求整理 multica 配置并纳入 chezmoi。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,squad,03a6ee72-ecb6-4980-935c-69eec6199367,none,multica issue get fd9c15d1-4cd2-4b23-9934-ccf83f6c0f1c --output json,"issue:fd9c15d1-4cd2-4b23-9934-ccf83f6c0f1c@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-18,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
11e15255-055d-4dc1-bfaa-80ef9c2bfe7a,TES-19,优化multica的响应速度和性能,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,配置与性能,描述直接要求优化 multica 响应速度。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,squad,03a6ee72-ecb6-4980-935c-69eec6199367,none,multica issue get 11e15255-055d-4dc1-bfaa-80ef9c2bfe7a --output json,"issue:11e15255-055d-4dc1-bfaa-80ef9c2bfe7a@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-19,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
7803b711-d3d8-4ab6-8e7d-243b8a3d6ba0,TES-20,把分散 Agent 变成平台可调度的能力池,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述直接要求将 tclaude/tcodex 接入 multica。,high,confirmed,retained_in_project,done,done,1,2026-09-14T20:11:40-07:00,squad,23f8cd2c-3f39-430f-8a6c-7c846d83fd27,none,multica issue get 7803b711-d3d8-4ab6-8e7d-243b8a3d6ba0 --output json,"issue:7803b711-d3d8-4ab6-8e7d-243b8a3d6ba0@revision:1#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-20,1,2026-09-14T19:58:39.8473173-07:00,not applicable,already_in_project,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
5ad73604-99d9-49be-b900-a4121da4c670,TES-21,把人的流程经验变成可运行工作流,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,用户评论明确指定 Multica 源码目录；描述为流程编排。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,squad,23f8cd2c-3f39-430f-8a6c-7c846d83fd27,none,multica issue get 5ad73604-99d9-49be-b900-a4121da4c670 --output json,"issue:5ad73604-99d9-49be-b900-a4121da4c670@revision:2#title,description,parent_issue_id; comment:4f0a371d-9e1c-480a-8e45-f3a1f52410fe@revision:1(issue:5ad73604-99d9-49be-b900-a4121da4c670)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-21,2,2026-09-14T19:58:39.8473173-07:00,4f0a371d-9e1c-480a-8e45-f3a1f52410fe=2026-09-14T19:58:36.7287575-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
5b70afa6-1bd1-4fca-91dd-16c7d2738aba,TES-22,第三根骨架：让真实工作进来，完成状态能出去,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述明确说明 Multica 的外部交接、Hook 输入和验收闭环。,high,confirmed,retained_in_project,done,done,1,2026-09-14T20:11:40-07:00,squad,23f8cd2c-3f39-430f-8a6c-7c846d83fd27,none,multica issue get 5b70afa6-1bd1-4fca-91dd-16c7d2738aba --output json,"issue:5b70afa6-1bd1-4fca-91dd-16c7d2738aba@revision:1#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-22,1,2026-09-14T19:58:39.8473173-07:00,not applicable,already_in_project,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
fc8768a0-12bd-4bc9-b0c6-781746cab7aa,TES-23,实现 TES-22 外部可交接完整闭环并完成测试,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述要求实施 TES-22 外部交接闭环；父项 TES-22。,high,confirmed,retained_in_project,done,done,1,2026-09-14T20:11:40-07:00,agent,0a5236a0-1082-4927-806e-f660f57635c3,5b70afa6-1bd1-4fca-91dd-16c7d2738aba,multica issue get fc8768a0-12bd-4bc9-b0c6-781746cab7aa --output json,"issue:fc8768a0-12bd-4bc9-b0c6-781746cab7aa@revision:1#title,description,parent_issue_id; issue:5b70afa6-1bd1-4fca-91dd-16c7d2738aba@revision:1#title,description",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-23,1,2026-09-14T19:58:39.8473173-07:00,not applicable,already_in_project,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
43eac14e-c4c3-4d66-ac37-3bece8a3704e,TES-24,复核 TES-22 实现与全量方案,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述要求复核 TES-22 实现与方案；父项 TES-22。,high,confirmed,retained_in_project,done,done,1,2026-09-14T20:11:40-07:00,agent,0a5236a0-1082-4927-806e-f660f57635c3,5b70afa6-1bd1-4fca-91dd-16c7d2738aba,multica issue get 43eac14e-c4c3-4d66-ac37-3bece8a3704e --output json,"issue:43eac14e-c4c3-4d66-ac37-3bece8a3704e@revision:1#title,description,parent_issue_id; issue:5b70afa6-1bd1-4fca-91dd-16c7d2738aba@revision:1#title,description",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-24,1,2026-09-14T19:58:39.8473173-07:00,not applicable,already_in_project,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
12a2449a-8142-4402-963c-d261a1ec235c,TES-25,完成 TES-22 Windows 全量测试收口并整理可评审交付,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述要求 TES-22 Windows 测试收口；父项 TES-22。,high,confirmed,retained_in_project,done,done,1,2026-09-14T20:11:40-07:00,agent,0a5236a0-1082-4927-806e-f660f57635c3,5b70afa6-1bd1-4fca-91dd-16c7d2738aba,multica issue get 12a2449a-8142-4402-963c-d261a1ec235c --output json,"issue:12a2449a-8142-4402-963c-d261a1ec235c@revision:1#title,description,parent_issue_id; issue:5b70afa6-1bd1-4fca-91dd-16c7d2738aba@revision:1#title,description",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-25,1,2026-09-14T19:58:39.8473173-07:00,not applicable,already_in_project,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
f7290870-82cb-42c0-9a93-1e121d7db744,TES-26,Step 2: 收口 daemon/execenv Windows 测试夹具并跑通全量 race,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述为 TES-25 后续 daemon/execenv Windows race 收口，父项 TES-25。,high,confirmed,retained_in_project,done,done,1,2026-09-14T20:11:40-07:00,agent,0a5236a0-1082-4927-806e-f660f57635c3,43eac14e-c4c3-4d66-ac37-3bece8a3704e,multica issue get f7290870-82cb-42c0-9a93-1e121d7db744 --output json,"issue:f7290870-82cb-42c0-9a93-1e121d7db744@revision:1#title,description,parent_issue_id; issue:43eac14e-c4c3-4d66-ac37-3bece8a3704e@revision:1#title,description",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-26,1,2026-09-14T19:58:39.8473173-07:00,not applicable,already_in_project,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
